M_TIMESTAMP,parent,child,active_power_kw,apparent_power_kva,current_a,loss_kw,voltage_v,voltage_pu,loading_percent,overloaded,voltage_violation
2026-01-01 00:00:00+00:00,SUBSTATION,C001,0.4340012709462895,0.4568434431013574,0.023978062259280376,6.168036455048084e-08,10999.998589101322,0.9999998717364839,0.10528287313360929,False,False
2026-01-01 00:15:00+00:00,SUBSTATION,C001,0.4592425716378166,0.4834132333029649,0.025372614579754014,6.906359953533539e-08,10999.998507044149,0.9999998642767408,0.11140607330912722,False,False
2026-01-01 00:30:00+00:00,SUBSTATION,C001,0.447344816308075,0.4708892803242895,0.024715277523067063,6.553144548956979e-08,10999.99854572267,0.99999986779297,0.10851983783284695,False,False
2026-01-01 00:45:00+00:00,SUBSTATION,C001,0.4522043206411341,0.47600454804329906,0.024983759449844076,6.696291398465037e-08,10999.998529924864,0.9999998663568058,0.1096986882474417,False,False
2026-01-01 01:00:00+00:00,SUBSTATION,C001,0.49910695520729786,0.5253757423234715,0.027575075114195977,8.157407786314487e-08,10999.998377448663,0.999999852495333,0.1210766367817735,False,False
2026-01-01 01:15:00+00:00,SUBSTATION,C001,0.4901783294525926,0.5159771888974659,0.027081778991423482,7.868159297834806e-08,10999.998406474813,0.999999855134074,0.11891067222010182,False,False
2026-01-01 01:30:00+00:00,SUBSTATION,C001,0.46533875538119807,0.4898302688223138,0.025709421596526328,7.09093292150608e-08,10999.99848722601,0.9999998624750919,0.11288492552136656,False,False
2026-01-01 01:45:00+00:00,SUBSTATION,C001,0.44768033370992727,0.47124245653676555,0.024733814466825644,6.562978209635304e-08,10999.998544631933,0.9999998676938121,0.10860122984346551,False,False
2026-01-01 02:00:00+00:00,SUBSTATION,C001,0.4752733197543136,0.5002877050045407,0.026258294650602875,7.396934951212131e-08,10999.998454929644,0.9999998595390586,0.11529491726690187,False,False
2026-01-01 02:15:00+00:00,SUBSTATION,C001,0.48454939194610636,0.5100519915222173,0.026770786782368803,7.688489667631977e-08,10999.998424773978,0.9999998567976344,0.11754516766275286,False,False
2026-01-01 02:30:00+00:00,SUBSTATION,C001,0.4800624761255286,0.5053289222373986,0.02652288993482414,7.546758471628168e-08,10999.998439360532,0.9999998581236847,0.11645670221178984,False,False
2026-01-01 02:45:00+00:00,SUBSTATION,C001,0.5471970294997384,0.5759968731576194,0.030231995433630386,9.805108221860993e-08,10999.998221112202,0.9999998382829275,0.13274264222843365,False,False
2026-01-01 03:00:00+00:00,SUBSTATION,C001,0.47910018114933106,0.5043159801571906,0.02646972426367127,7.516533534236881e-08,10999.998442488866,0.9999998584080787,0.11622326238873307,False,False
2026-01-01 03:15:00+00:00,SUBSTATION,C001,0.5065778799649083,0.533239873647272,0.027987834962990413,8.403445222662435e-08,10999.998353161365,0.9999998502873968,0.1228889826805107,False,False
2026-01-01 03:30:00+00:00,SUBSTATION,C001,0.5442690163192208,0.5729147540202324,0.030070226132389945,9.700456064278104e-08,10999.998230630907,0.9999998391482643,0.13203234559832053,False,False
2026-01-01 03:45:00+00:00,SUBSTATION,C001,0.5443441515374934,0.5729938437236772,0.030074377265260313,9.703134505158317e-08,10999.998230386649,0.999999839126059,0.13205057239207163,False,False
2026-01-01 04:00:00+00:00,SUBSTATION,C001,0.6208001424475685,0.6534738341553353,0.03429848127799634,1.262026705525796e-07,10999.997981835173,0.9999998165304703,0.15059776782709608,False,False
2026-01-01 04:15:00+00:00,SUBSTATION,C001,0.5818007132605352,0.6124218034321424,0.03214380846083122,1.1084431603148937e-07,10999.998108618773,0.9999998280562521,0.14113703065821864,False,False
2026-01-01 04:30:00+00:00,SUBSTATION,C001,0.6194956842594576,0.6521007202731133,0.03422641148985735,1.2567286027978762e-07,10999.997986075849,0.9999998169159863,0.1502813238092536,False,False
2026-01-01 04:45:00+00:00,SUBSTATION,C001,0.6428921412518531,0.6767285697387928,0.03551903835518204,1.3534467175141706e-07,10999.997910016093,0.999999810001463,0.15595698970750202,False,False
2026-01-01 05:00:00+00:00,SUBSTATION,C001,0.7152503493800014,0.7528951046105279,0.03951674466531271,1.6752556312746087e-07,10999.997674786136,0.9999997886169215,0.17351011813480086,False,False
2026-01-01 05:15:00+00:00,SUBSTATION,C001,0.8083995227102394,0.8509468660107784,0.04466312746885376,2.1400160280448524e-07,10999.997371966643,0.9999997610878767,0.1961068551831624,False,False
