M_TIMESTAMP,consumer_id,consumption_kw,pv_generation_kw,ev_charging_kw,net_load_kw
2026-01-01 00:00:00+00:00,C001,0.4340012709462895,0.0,0.0,0.4340012709462895
2026-01-01 00:15:00+00:00,C001,0.4592425716378166,0.0,0.0,0.4592425716378166
2026-01-01 00:30:00+00:00,C001,0.447344816308075,0.0,0.0,0.447344816308075
2026-01-01 00:45:00+00:00,C001,0.4522043206411341,0.0,0.0,0.4522043206411341
2026-01-01 01:00:00+00:00,C001,0.49910695520729786,0.0,0.0,0.49910695520729786
2026-01-01 01:15:00+00:00,C001,0.4901783294525926,0.0,0.0,0.4901783294525926
2026-01-01 01:30:00+00:00,C001,0.46533875538119807,0.0,0.0,0.46533875538119807
2026-01-01 01:45:00+00:00,C001,0.44768033370992727,0.0,0.0,0.44768033370992727
2026-01-01 02:00:00+00:00,C001,0.4752733197543136,0.0,0.0,0.4752733197543136
2026-01-01 02:15:00+00:00,C001,0.48454939194610636,0.0,0.0,0.48454939194610636
2026-01-01 02:30:00+00:00,C001,0.4800624761255286,0.0,0.0,0.4800624761255286
2026-01-01 02:45:00+00:00,C001,0.5471970294997384,0.0,0.0,0.5471970294997384
2026-01-01 03:00:00+00:00,C001,0.47910018114933106,0.0,0.0,0.47910018114933106
2026-01-01 03:15:00+00:00,C001,0.5065778799649083,0.0,0.0,0.5065778799649083
2026-01-01 03:30:00+00:00,C001,0.5442690163192208,0.0,0.0,0.5442690163192208
2026-01-01 03:45:00+00:00,C001,0.5443441515374934,0.0,0.0,0.5443441515374934
2026-01-01 04:00:00+00:00,C001,0.6208001424475685,0.0,0.0,0.6208001424475685
2026-01-01 04:15:00+00:00,C001,0.5818007132605352,0.0,0.0,0.5818007132605352
2026-01-01 04:30:00+00:00,C001,0.6194956842594576,0.0,0.0,0.6194956842594576
2026-01-01 04:45:00+00:00,C001,0.6428921412518531,0.0,0.0,0.6428921412518531
2026-01-01 05:00:00+00:00,C001,0.7152503493800014,0.0,0.0,0.7152503493800014
2026-01-01 05:15:00+00:00,C001,0.8083995227102394,0.0,0.0,0.8083995227102394
2026-01-01 05:30:00+00:00,C001,0.8753710282715822,0.0,0.0,0.8753710282715822
2026-01-01 05:45:00+00:00,C001,0.9679227311330394,0.0,0.0,0.9679227311330394
2026-01-01 06:00:00+00:00,C001,1.0990885241069484,0.0,0.0,1.0990885241069484
2026-01-01 06:15:00+00:00,C001,1.1382546041418915,0.0,0.0,1.1382546041418915
2026-01-01 06:30:00+00:00,C001,1.1944481896951613,0.0,0.0,1.1944481896951613
2026-01-01 06:45:00+00:00,C001,1.4074227429557398,0.0,0.0,1.4074227429557398
2026-01-01 07:00:00+00:00,C001,1.3605951261253866,0.0,0.0,1.3605951261253866
2026-01-01 07:15:00+00:00,C001,1.3437177207841207,0.0,0.0,1.3437177207841207
2026-01-01 07:30:00+00:00,C001,1.316735354590868,0.0,0.0,1.316735354590868
2026-01-01 07:45:00+00:00,C001,1.3544319185120755,0.0,0.0,1.3544319185120755
2026-01-01 08:00:00+00:00,C001,1.412371985818889,0.0,0.0,1.412371985818889
2026-01-01 08:15:00+00:00,C001,1.300796759515798,0.0,0.0,1.300796759515798
2026-01-01 08:30:00+00:00,C001,1.21831452725055,0.0,0.0,1.21831452725055
2026-01-01 08:45:00+00:00,C001,1.116973521062133,0.0,0.0,1.116973521062133
2026-01-01 09:00:00+00:00,C001,1.0817523884062261,0.0,0.0,1.0817523884062261
2026-01-01 09:15:00+00:00,C001,0.9482911055251416,0.0,0.0,0.9482911055251416
2026-01-01 09:30:00+00:00,C001,0.8569356597526919,0.0,0.0,0.8569356597526919
2026-01-01 09:45:00+00:00,C001,0.7975117116289436,0.0,0.0,0.7975117116289436
2026-01-01 10:00:00+00:00,C001,0.7406088512994206,0.0,0.0,0.7406088512994206
2026-01-01 10:15:00+00:00,C001,0.6787162143599955,0.0,0.0,0.6787162143599955
2026-01-01 10:30:00+00:00,C001,0.6122697613849882,0.0,0.0,0.6122697613849882
2026-01-01 10:45:00+00:00,C001,0.6104188243478781,0.0,0.0,0.6104188243478781
2026-01-01 11:00:00+00:00,C001,0.5412617404889221,0.0,0.0,0.5412617404889221
2026-01-01 11:15:00+00:00,C001,0.5263464485499822,0.0,0.0,0.5263464485499822
2026-01-01 11:30:00+00:00,C001,0.4925643146753084,0.0,0.0,0.4925643146753084
